"title","category","duration","channel","description","intensity","props","url"
"8 MIN - Wzmacnianie brzucha | POZIOM ★★☆☆ |","Brzuch, Wzmacnianie, Krótka sesja, Joga","9","Yoga Home","Krótka sesja jogi skupiająca się na wzmacnianiu mięśni brzucha.","2","Brak","https://www.youtube.com/watch?v=7PD4b6vq1tY"
"Joga 8 min - rozciąganie klatki piersiowej | POZIOM ★☆☆☆ |","Klatka piersiowa, Rozciąganie, Krótka sesja, Wzmacnianie","9","Yoga Home","Krótka sesja, podczas której skupimy się na rozciąganiu mięśni klatki piersiowej.","2","Pasek","https://www.youtube.com/watch?v=PlTzkxgKa24"
"JOGA 25 min - Ulga dla bioder | POZIOM ★☆☆☆ |","Biodra, Vinyasa, Rozluźnienie, Krótka sesja","28","Yoga Home","Praktyka jogi koncentrująca się na rozciąganiu mięśni w okolicy bioder dla ulgi i rozluźnienia.","2","Brak","https://www.youtube.com/watch?v=kDsViPllx9Q"
"JOGA - Szpagat Poprzeczny - 60 min | POZIOM ★★☆☆ |","Szpagat, Vinyasa, Rozciąganie, Przygotowanie","63","Yoga Home","Sesja jogi skoncentrowana na przygotowaniu ciała do pozycji szpagatu poprzecznego w metodzie vinyasa.","2","Brak","https://www.youtube.com/watch?v=FsGTsn3QCFk"
"8 MIN - Rozciąganie Pośladków | POZIOM ★☆☆☆ |","Rozciąganie, Pośladki, Mobilność, Łagodna","10","Yoga Home","Krótka sesja, podczas której skupimy się na rozciąganiu pośladków.","2","Brak","https://www.youtube.com/watch?v=cRyIqESnwO0"
"Joga na równowagę - 15 minut  | POZIOM ★★☆☆ |","Równowaga, Balans, Łagodna, Joga","18","Yoga Home","Krótka lekcja jogi skoncentrowana na pozycjach balansowych.","2","Brak","https://www.youtube.com/watch?v=NqZB83EgD0I"
"Joga wzmacniająca ramiona - 60 min | POZIOM ★★☆☆ |","Wzmacnianie, Ramiona, Vinyasa, Umiarkowana","59","Yoga Home","Praktyka jogi poprowadzona metodą vinyasa, skupiająca się na wzmacnianiu ramion.","3","Brak","https://www.youtube.com/watch?v=50sHovulDyw"
"20 min Rozciąganie CZWÓREK | m. czworogłowy uda |","Rozciąganie, Czwórki, Mobilność, Łagodna","22","Yoga Home","20-minutowa praktyka koncentrująca się na rozciąganiu mięśni czworogłowych ud.","2","Brak","https://www.youtube.com/watch?v=1G4MeOmp2ek"
"JOGA GŁĘBOKIE ROZCIĄGANIE - 75 min | POZIOM ★★☆☆ |","Rozciąganie, Vinyasa, Łagodna, Czas","76","Yoga Home","Praktyka jogi metodą vinyasa koncentrująca się na rozciąganiu.","2","Brak","https://www.youtube.com/watch?v=f2vmgfS_9Y8"
"ASHTANGA YOGA 2 Seria Prowadzona | do Pincha Mayurasana | PO POLSKU","Ashtanga, Prowadzona, Medytacyjna, Wymagająca","75","Yoga Home","Druga seria Ashtanga Vinyasa Yoga prowadząca do Pincha Mayurasana.","4","Brak","https://www.youtube.com/watch?v=vpMpzWsMPZA"
"FULL BODY YOGA - 60 min | POZIOM ★★☆☆ |","Ogólnorozwojowa, Vinyasa, Wzmacnianie, Mobilność","61","Yoga Home","Praktyka jogi o charakterze ogólnorozwojowym, skupiająca się na całym ciele.","3","Brak","https://www.youtube.com/watch?v=p8ed2xTM9eY"
"8 min JOGA przerwa w podróży | POZIOM ★☆☆☆ |","Krótka, Podróż, Mobilność, Łagodna","9","Yoga Home","Krótka sesja mająca na celu rozruszanie ciała podczas podróży.","2","Brak","https://www.youtube.com/watch?v=9p5wHe126QE"
"JOGA po trekkingu / bieganiu / długich spacerach | POZIOM ★★☆☆ |","Biodra, Relaks, Vinyasa, Wytrzymałość","75","Yoga Home","Praktyka jogi po długich spacerach, trekkingu czy bieganiu, skoncentrowana na rozluźnieniu zmęczonych nóg.","2","Brak","https://www.youtube.com/watch?v=PUg8oF9CUsI"
"8 min JOGA o poranku | POZIOM ★☆☆☆ |","Poranek, Rozciąganie, Relaks, Vinyasa","8","Yoga Home","Krótka sesja jogi zaprojektowana, aby obudzić ciało po przebudzeniu.","1","Brak","https://www.youtube.com/watch?v=u6t_joeQ3z8"
"FITNESS YOGA - silne uda i pośladki | POZIOM ★★☆☆ |","Siła, Uda, Pośladki, Fitness","32","Yoga Home","Fitness Joga, skoncentrowana na wzmocnieniu ud i pośladków poprzez jogę połączoną z elementami fitness.","2","Brak","https://www.youtube.com/watch?v=fnYxk_dUF7Q"
"45 min JOGA NA STOJĄCO | POZIOM ★★☆☆ |","Vinyasa, Stojąco, Równowaga, Wytrzymałość","48","Yoga Home","Praktyka jogi na stojąco bez potrzeby korzystania z maty.","2","Brak","https://www.youtube.com/watch?v=CWLzHaTK1So"
"JOGA - szybka przerwa w pracy | POZIOM ★☆☆☆ |","Poranek, Biuro, Relaks, Vinyasa","8","Yoga Home","Krótka sesja jogi mająca na celu rozruszanie ciała podczas pracy siedzącej.","1","Brak","https://www.youtube.com/watch?v=4ktKnqQ3-wE"
"ASHTANGA YOGA 1 i 2 Seria Prowadzona | 1 od Bhujapidasana + 2 do Eka Pada Sirsasana | PO POLSKU","Ashtanga, Vinyasa, Technika, Dla zaawansowanych","86","Yoga Home","Prowadzona praktyka Ashtanga Vinyasa Yoga, odpowiednia dla znających podstawowe pozycje.","4","Brak","https://www.youtube.com/watch?v=mAniMmPwbHE"
"JOGA dla HIPERMOBILNYCH - co robić z przeprostami ? | POZIOM ★★☆☆ |","Hipermobilność, Bezpieczeństwo, Vinyasa, Relaks","54","Yoga Home","Sesja jogi przeznaczona dla hipermobilnych, skoncentrowana na bezpiecznym wykonywaniu pozycji.","2","Brak","https://www.youtube.com/watch?v=nERcxEcaBMc"
"JOGA DLA POCZĄTKUJĄCYCH - Łatwe Powitanie Słońca","Dla początkujących, Vinyasa, Powitanie Słońca, Relaks","17","Yoga Home","Lekcja jogi dla początkujących, skupiająca się na łatwych wariantach Powitania Słońca.","2","Brak","https://www.youtube.com/watch?v=2h7lAIj92N8"
"JOGA DLA SENIORA - Joga na krześle | POZIOM ★☆☆☆","Seniorzy, Krzesło, Vinyasa, Relaks","40","Yoga Home","Sesja jogi na krześle dla seniorów, ukierunkowana na dostosowanie do własnych możliwości.","1","Krzesło","https://www.youtube.com/watch?v=IsGHl-9J5sg"
"FULL BODY YOGA - 50 min | POZIOM ★★☆☆ |","Vinyasa, Całe ciało, Wzmacnianie, Ruch","55","Yoga Home","Ogólnorozwojowa sesja jogi metodą vinyasa, koncentrująca się na całym ciele.","3","Brak","https://www.youtube.com/watch?v=unPcPdkuGOc"
"Pasmo biodrowo piszczelowe - ITBS ćwiczenia","Biodra, Rozciąganie, ITBS, Hatha","25","Yoga Home","Praktyka jogi skupiająca się na rozciąganiu pasma biodrowo-piszczelowego, aby zredukować napięcia i zapobiec urazom.","2","Brak","https://www.youtube.com/watch?v=hrQHLN7ar3o"
"POWER YOGA - energetyczna praktyka 45min | POZIOM ★★☆☆ |","Siła, Power Yoga, Wzmacnianie, Vinyasa","46","Yoga Home","Energetyczna praktyka Power Yoga, w której koncentrujemy się na wzmocnieniu ramion przez wiele chaturang.","4","Brak","https://www.youtube.com/watch?v=mGAF0XrtSts"
"Joga Peak Pose - Łódź z Kompasem | POZIOM ★★★☆ |","Vinyasa, Asany, Wzmocnienie, Peak Pose","64","Yoga Home","Praktyka vinyasy prowadząca do głównej pozycji, łączącej pozycje Łodzi i Kompasu.","3","Brak","https://www.youtube.com/watch?v=eE6Gj0_gfgs"
"Rozciąganie przywodzicieli ★☆☆☆ 15 minut","Rozciąganie, Przywodziciele, Hatha, Relaks","16","Yoga Home","Krótka sesja rozciągania przywodzicieli, idealna do relaksacji wewnętrznych stron ud.","1","Brak","https://www.youtube.com/watch?v=kQS4Q0dxwU8"
"JOGA EKSTREMALNA - Balanse na rękach | POZIOM ★★★★","Vinyasa, Balans, Zaawansowana, Joga Ekstremalna","50","Yoga Home","Mocno zaawansowana praktyka jogi, skoncentrowana na pozycjach balansowych na rękach.","4","Brak","https://www.youtube.com/watch?v=jrSTbJ-kx2o"
"Joga Peak Pose - Stojąca Syrenka | POZIOM ★★☆☆ |","Vinyasa, Asany, Peak Pose, Wzmocnienie","66","Yoga Home","Praktyka prowadząca do głównej pozycji stojącej syrenki.","3","Brak","https://www.youtube.com/watch?v=sS_PT79C0Jg"
"Infinity YOGA FLOW | POZIOM ★★☆☆","Flow, Vinyasa, Ruch, Relaks","51","Yoga Home","Praktyka jogi w stylu infinity flow, gdzie sekwencje się powtarzają w nieskończoność.","3","Brak","https://www.youtube.com/watch?v=V75SnY55lKo"
"Choreo Vinyasa - YOGA FLOW z Andym |  POZIOM ★★☆☆","Vinyasa, Flow, Taniec, Asany","32","Yoga Home","Praktyka jogi prowadzona w formie choreografii tanecznej, łącząca naukę pozycji z płynnością ruchu.","3","Brak","https://www.youtube.com/watch?v=TjQfZobLPYU"
"Choreo Vinyasa - YOGA FLOW z Karolą |  POZIOM ★★☆☆","Vinyasa, Flow, Taniec, Asany","34","Yoga Home","Podobna do poprzedniego filmu, skupia się na tanecznym flow i nauce pozycji jogi.","3","Brak","https://www.youtube.com/watch?v=cCs3dMbat-g"
"Joga 50+  | POZIOM ★☆☆☆ | 45 minu","Vinyasa, 50+, Zdrowie, Poranek","45","Yoga Home","Sesja jogi dedykowana osobom 50+. Praktyki będą prowadzone w sposób odpowiedni dla tych, którzy chcą się poruszać na macie w przyjemny i zdrowy sposób.","2","Brak","https://www.youtube.com/watch?v=mjjSKhygsEY"
"55min JOGA WZMACNIAJĄCA - deski boczne | POZIOM ★★☆☆ |","Wzmacnianie, Deski, Vinyasa, Umiarkowana","56","Yoga Home","Praktyka vinyasy skupiona na wzmacnianiu ciała z wykorzystaniem różnych wariantów desek bocznych.","3","Brak","https://www.youtube.com/watch?v=wsDz4M-Xu8I"
"SILENT YOGA - Glutes & Hip Flexors Stretching  - music only","Glutes, Hip Flexors, Stretching, Relaks","25","Yoga Home","Efektywne rozciąganie mięśni biodrowych i pośladków w formie Silent Yoga.","2","Brak","https://www.youtube.com/watch?v=zBHLJWvbV74"
"Joga Głębokie Rozciąganie  | POZIOM ★★☆☆ |","Vinyasa, Rozciąganie, Ciało, Umiarkowana","64","Yoga Home","Praktyka vinyasy skupiona na dłuższym pozostawaniu w pozycjach, aby móc głębiej wejść w asany.","3","Brak","https://www.youtube.com/watch?v=4CL_xno1-ws"
"20 min - ŁAGODNA JOGA dla każdego | POZIOM ★☆☆☆","Łagodna, Relaks, Przyjemny odpoczynek, Poranek","24","Yoga Home","Bardzo łagodna praktyka jogi, przynosząca odpoczynek i głęboki relaks.","1","Brak","https://www.youtube.com/watch?v=gRt1a346Sbs"
"CARDIO YOGA - Pobudzająca Rampa | POZIOM ★★☆☆ |","Cardio, Vinyasa, Wzmacnianie, Wysiłkowa","47","Yoga Home","Praktyka vinyasy prowadzona metodą rampy, która przyspiesza rytm uderzeń serca.","4","Brak","https://www.youtube.com/watch?v=QQe2mdINJiU"
"MIX YOGA czyli Vinyasa + Yin Yoga | POZIOM ★★☆☆","Vinyasa, Yin, Zatrzymanie, Umiarkowana","75","Yoga Home","Praktyka łącząca Vinyasa z dłuższym zatrzymywaniem w pozycjach Yin.","3","Brak","https://www.youtube.com/watch?v=yPA9ArX7cEI"
"Wzmocnij swoje Chaturangi | Pozycja Kija | POZIOM ★☆☆☆","Wzmacnianie, Chaturanga, Asany, Łagodna","16","Yoga Home","Wzmacnianie ciała do pozycji Chaturangi, ukierunkowane na poprawę techniki 'jogowych pompek'.","2","Brak","https://www.youtube.com/watch?v=B2X85oQ-ptc"
"ASHTANGA YOGA 1 i 2 Seria Prowadzona | 1 do Navasana + 2 do Eka Pada Sirsasana | PO POLSKU","Ashtanga, Vinyasa, Medytacja, Płynność","98","Yoga Home","Pierwsza i druga seria Ashtanga Vinyasa Yoga, płynne przejścia do Navasany i Eka Pada Sirsasany.","4","Brak","https://www.youtube.com/watch?v=0-YZzfAn9iE"
"30 min Full Body Yoga |  POZIOM ★★☆☆","Full Body, Vinyasa, Kompleksowe, Umiarkowana","33","Yoga Home","30 minutowa praktyka jogi, która kompleksowo zadba o całe ciało.","3","Brak","https://www.youtube.com/watch?v=kAsLXDltnDk"
"Joga po podróży - po długim siedzeniu | POZIOM ★★☆☆","Vinyasa, Relaks, Biodra","45","Yoga Home","Praktyka jogi skoncentrowana na rozciąganiu ciała po długim siedzeniu lub podróży.","2","Brak","https://www.youtube.com/watch?v=Q0tkZGS3NHM"
"MOON YOGA FLOW - Joga Księżycowa 🌙 | POZIOM ★★☆☆","Vinyasa, Relaks, Księżycowa","62","Yoga Home","Sesja jogi na czas nowiu i pełni księżyca z elementami łagodnego ruchu.","2","Brak","https://www.youtube.com/watch?v=h6pE3iSffYg"
"ASHTANGA YOGA 1 i 2 Seria Prowadzona | Do Kapotasana | PO POLSKU","Ashtanga, Wymagająca","105","Yoga Home","Prowadzona sesja Ashtanga Vinyasa Yoga, skoncentrowana na Kapotasanie.","4","Brak","https://www.youtube.com/watch?v=1p4hF2Djgos"
"JOGA WZMACNIAJĄCA 💪 | POZIOM ★☆☆☆ |","Vinyasa, Siła","61","Yoga Home","Wzmacniająca praktyka jogi prowadzona metodą vinyasa.","2","Brak","https://www.youtube.com/watch?v=7ka_ICXnXLE"
"20 min MOCNY BRZUCH | POZIOM ★★☆☆ | YogaHome.pl","Wzmacnianie, Brzuch","20","Yoga Home","Szybka sesja jogi wzmacniającej mięśnie brzucha i core w stylu vinyasa.","3","Brak","https://www.youtube.com/watch?v=VuY9FvlH5UM"
"JOGA DLA SENIORA - Aktywny Senior | POZIOM ★☆☆☆","Vinyasa, Seniorzy","46","Yoga Home","Sesja jogi dla seniorów z użyciem krzesła w celu ułatwienia asan.","2","Krzesło","https://www.youtube.com/watch?v=yHhe7AA8uqU"
"Joga na biodra - pełna lekcja | POZIOM ★★☆☆","Vinyasa, Biodra","77","Yoga Home","Pełna lekcja jogi skoncentrowana na rozciąganiu bioder.","2","Brak","https://www.youtube.com/watch?v=xHqn1JMUyy8"
"FITNESS YOGA - silne plecy | POZIOM ★★☆☆ |","Fitness, Plecak","21","Yoga Home","Połączenie jogi z fitness, koncentrujące się na silnych plecach.","3","Brak","https://www.youtube.com/watch?v=eLgW0d6FkJs"
"JOGA - CAŁE CIAŁO - 60 min | POZIOM ★★☆☆ |","Vinyasa, Ogólnorozwojowa","61","Yoga Home","Ogólnorozwojowa sesja jogi, łącząca wzmacnianie i rozciąganie.","3","Brak","https://www.youtube.com/watch?v=5wD_ONkmnBc"
"Joga bez chaturang - METODA RAMPA | POZIOM ★★☆☆ |","Rehabilitacja, Nadgarstki, Joga bez chaturang","31","Yoga Home","Sesja jogi prowadzona metodą RAMPA, bez chaturanga, skierowana dla osób z problemami z nadgarstkami.","2","Brak","https://www.youtube.com/watch?v=RhNgHcBXX9U"
"JOGA EKSTREMALNA - Alien Pose - wygięcia | POZIOM ★★★★","Wygięcia, Vinyasa, Joga Ekstremalna","47","Yoga Home","Zaawansowana praktyka jogi z elementami wygięć, przygotowująca do pozycji Alien Pose.","4","Brak","https://www.youtube.com/watch?v=PeFVfWq23VM"
"FULL BODY YOGA - Siła & Gibkość | POZIOM ★★☆☆ |","Ogólnorozwojowa, Vinyasa, Wzmacnianie","61","Yoga Home","Praktyka o charakterze ogólnorozwojowym, nie koncentrująca się na jednym aspekcie, skupiająca się na całym ciele.","2","Brak","https://www.youtube.com/watch?v=a0hjv-gudjU"
"ASHTANGA YOGA Pierwsza Seria Prowadzona | PSP | PO POLSKU","Ashtanga, Pierwsza Seria, Medytacyjna","91","Yoga Home","Prowadzona praktyka pierwszej serii Ashtanga Vinyasa Yoga, medytacyjna i płynna bez szczegółowych objaśnień.","3","Brak","https://www.youtube.com/watch?v=jZRwvZf7u60"
"FULL BODY YOGA - Rozluźnienie & Wzmocnienie | POZIOM ★★☆☆","Ogólnorozwojowa, Vinyasa, Wzmacnianie","61","Yoga Home","Sesja jogi o charakterze ogólnorozwojowym, łącząca elementy rozluźniające i wzmacniające.","2","Brak","https://www.youtube.com/watch?v=Jpr4Fu898gk"
"FITNESS YOGA - Pośladki z Mini Band | POZIOM ★★☆☆ |","Fitness, Pośladki, Vinyasa","25","Yoga Home","Fitness Yoga łącząca jogę i fitness, skupiająca się na wzmacnianiu mięśni pośladków z użyciem Mini Band.","2","Mini Band","https://www.youtube.com/watch?v=eH7U6ZpdI3k"
"45 min YIN YOGA - przyjemne rozciąganie | POZIOM ★☆☆☆","Yin, Rozciąganie, Relaks","46","Yoga Home","Praktyka jogi w stylu Yin, z długimi zatrzymaniami w pozycjach dla głębokiego rozciągania i relaksu.","1","Brak","https://www.youtube.com/watch?v=53WG4k7drI0"
"JOGA 60 min - Test równowagi | POZIOM ★★☆☆","Równowaga, Vinyasa","64","Yoga Home","Praktyka jogi sprawdzająca równowagę w różnych pozycjach balansowych.","2","Brak","https://www.youtube.com/watch?v=2d3JUp2vtAY"
"JOGA W PARZE #2 ★☆☆☆ nie tylko na WALENTYNKI ❤️","Relaksacja, Joga w parze","34","Yoga Home","Relaksacyjna praktyka jogi w parach, skupiająca się na odprężeniu i komunikacji.","1","Brak","https://www.youtube.com/watch?v=LCjdeUh0Ky0"
"JOGA 50+ | ZDROWY RUCH | POZIOM ★☆☆☆","Wiek 50+, Hatha, Zdrowie, Ruch","48","Yoga Home","Sesja jogi dedykowana osobom 50+, skupiająca się na przyjemnym ruchu na macie.","2","Brak","https://www.youtube.com/watch?v=hPcCVgVXC7I"
"Rozciąganie PRZYWODZICIELI - Pełna Lekcja Jogi | POZIOM ★★☆☆","Rozciąganie, Przywodziciele, Vinyasa, Zdrowie","74","Yoga Home","Praktyka jogi metodą vinyasa skoncentrowana na głębokim rozciąganiu przywodzicieli.","2","Brak","https://www.youtube.com/watch?v=oxwnvPh_HBc"
"Szybka ULGA DLA KRĘGOSŁUPA - JOGA 15min | POZIOM ★☆☆☆ |","Kręgosłup, Relaks, Łagodna, Zdrowie","16","Yoga Home","Krótka sesja jogi skupiająca się na zmniejszaniu bólu kręgosłupa przez łagodne rozruszanie.","1","Brak","https://www.youtube.com/watch?v=BbDunFKoYG4"
"SLOW FLOW YOGA - przyjemność | POZIOM ★★☆☆","Slow Flow, Vinyasa, Relaks, Ruch","46","Yoga Home","Praktyka jogi w stylu slow flow, skoncentrowana na spokojnym ruchu i przyjemnym rozciąganiu.","2","Brak","https://www.youtube.com/watch?v=OrLo1SFqOd0"
"JOGA EKSTREMALNA - oploty i zaploty  | POZIOM ★★★★","Joga Ekstremalna, Vinyasa, Wymagająca, Asany","69","Yoga Home","Zaawansowana praktyka jogi metodą vinyasa, skupiona na trudnych pozycjach z oplotami i zaplotami.","4","Brak","https://www.youtube.com/watch?v=weqNETniI0k"
"LADDER FLOW YOGA -  sekwencja metodą rampy | POZIOM ★★☆☆","Vinyasa, Rampy, Flow, Intensywność","42","Yoga Home","Praktyka vinyasy z sekwencjami budującymi dłuższe flow, wykonywana w rytmie oddechowym.","3","Brak","https://www.youtube.com/watch?v=a1DnGDP8LBM"
"ASHTANGA YOGA Pierwsza Seria | Do Navasana | PO POLSKU","Ashtanga, Vinyasa, Podstawy, Medytacja","74","Yoga Home","Pierwsza seria Ashtanga Vinyasa Yoga, prowadząca do navasana w jednostajnym tempie.","3","Brak","https://www.youtube.com/watch?v=_uQCPlX6Rms"
"FITNESS YOGA - wzmacnianie klatki piersiowej | POZIOM ★★☆☆ |","Fitness, Wzmacnianie, Klatka piersiowa, Joga","21","Yoga Home","Fitness Yoga łącząca elementy jogi i fitnessu, skoncentrowana na wzmacnianiu klatki piersiowej.","2","Brak","https://www.youtube.com/watch?v=Y51FBgnp5tM"
"JOGA DLA SENIORA - na krześle | POZIOM ★☆☆☆","Seniorzy, Krzesło, Vinyasa, Bezpieczeństwo","47","Yoga Home","Sesja jogi dedykowana seniorom, wykorzystująca krzesło do wykonywania pozycji.","1","Krzesło","https://www.youtube.com/watch?v=1T3btH8ZyH0"
"YOGA PEAK POSE - Akarna Dhanurasana | POZIOM ★★☆☆","Vinyasa, Akarna Dhanurasana, Sila, Rozciąganie","63","Yoga Home","Praktyka jogi metodą vinyasa, skoncentrowana na osiągnięciu pozycji Akarna Dhanurasana, czyli pozycji łucznika.","2","Brak","https://www.youtube.com/watch?v=qQhnmH1Kv-A"
"Przeskoki w vinyasach - WZMACNIANIE | POZIOM ★★★☆ |","Vinyasa, Wzmacnianie, Przeskoki, Siła","21","Yoga Home","Sesja jogi wzmacniającej, która przygotowuje ciało do wykonywania przeskoków w vinyasach.","3","Brak","https://www.youtube.com/watch?v=bLFzf3SCuxg"
"JOGA DLA POCZĄTKUJĄCYCH | POZIOM ★☆☆☆","Vinyasa, Początkujący, Wprowadzenie, Relaks","49","Yoga Home","Lekcja jogi dla początkujących, która wprowadza w świat jogi w stylu vinyasa.","1","Brak","https://www.youtube.com/watch?v=XPBDR5vd68Y"
"FULL BODY YOGA - wzmacnianie i rozciąganie | POZIOM ★★☆☆","Vinyasa, Wzmacnianie, Rozciąganie, Ogólnorozwojowy","65","Yoga Home","Ogólnorozwojowa praktyka jogi, która łączy elementy rozciągania i wzmacniania.","2","Brak","https://www.youtube.com/watch?v=7uVNpNcgxQY"
"24 Powitania Słońca na 2024 rok z YogaHome.pl  | POZIOM ★★☆☆ |","Vinyasa, Powitanie Słońca, Nowy Rok, Relaks","47","Yoga Home","Sesja jogi na przywitanie nowego roku z symboliczna ilością 24 powitań słońca.","2","Brak","https://www.youtube.com/watch?v=CyBdJ1SDgaw"
"JOGA NA ŚWIĘTA  | POZIOM ★★☆☆ |","Vinyasa, Święta, Relaks, Wzmacnianie","38","Yoga Home","Krótka sesja jogi idealna na okres świąteczny.","2","Brak","https://www.youtube.com/watch?v=mWEQ0sZXim0"
